stat_description_en,stat_description,id,stat_description_full_en,stat_description_full,substat_description_en,substat_description,param_description_en,param_description
NA,NA,stat_description_full,"** Water Volume **
  * from GENESIS Statistics ""Survey of Non-Open Water Supply and Sewage Treatment."" 32221) *
  water Volume


Explanation for the Following Statistics: 32221 Survey of Non-Public Water Supply and Wastewater Disposal 32231 Statistics of Water Supply and Wastewater Disposal in the Area of Manufacturing, Mining and Extraction of Stones and Earth

Conceptual Content: Water Volume

the Water Volume is Made Up of the Companies' Own Extraction and External Procurement from the Public Network and from Other Companies and Facilities via Non-Public Pipes.

the Total Water Volume Shown in Column 1 Contains Multiple Counts, Since the External Purchases from Other Companies may Already be Recorded as Water Production.","**Wasseraufkommen**
  *aus GENESIS-Statistik ""Erhebung d. nichtöff. Wasservers. u.Abwasserents."" 32221)*
  Wasseraufkommen


Erläuterung für folgende Statistik(en): 32221 Erhebung der nichtöffentlichen Wasserversorgung und Abwasserentsorgung 32231 Statistik der Wasserversorgung und Abwasserbeseitigung im Bereich Verarbeitendes Gewerbe, Bergbau und Gewin- nung von Steinen und Erden

Begriffsinhalt: Wasseraufkommen

Das Wasseraufkommen setzt sich zusammen aus der Eigengewin- nung der Betriebe und dem Fremdbezug aus dem öffentlichen Netz und von anderen Betrieben und Einrichtungen über nicht- öffentliche Leitungen.

Die in Spalte 1 ausgewiesene Gesamtmenge des Wasseraufkom- mens enthält Mehrfachzählungen, da ggf. der Fremdbezug von anderen Betrieben bereits bei diesen als Wassergewinnung erfasst wird.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Water Utilities **
* from GENESIS Statistics ""Survey of Public Water Supply"" 32211) *","**Wasserversorgungsunternehmen**
*aus GENESIS-Statistik ""Erhebung der öffentlichen Wasserversorgung"" 32211)*",NA,NA,NA,NA
NA,NA,stat_description_full,"** Water Production Plants **
* from GENESIS Statistics ""Survey of Public Water Supply"" 32211) *
Water Extraction Systems are E.g. B. Wells, Springs or Dams from which Drinking Water is Obtained for Public and Private Water Supply. the Operators of These Systems are Called Water Supply Companies.","**Wassergewinnungsanlagen**
*aus GENESIS-Statistik ""Erhebung der öffentlichen Wasserversorgung"" 32211)*
Wassergewinnungsanlagen sind z. B. Brunnen, Quellen oder Talsperren, aus denen Trinkwasser für die öffentliche und private Wasserversorgung gewonnen wird. Die Betreiber dieser Anlagen nennen sich Wasserversorgungsunternehmen.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Water Production **
  * from GENESIS Statistics ""Survey of Public Water Supply"" 32211) *
  water Extraction

This Means the Promotion of Drinking Water in the Form of Groundwater, Spring Water, Bank Filtrate, River, Lake and Dam Water.","**Wassergewinnung**
  *aus GENESIS-Statistik ""Erhebung der öffentlichen Wasserversorgung"" 32211)*
  Wassergewinnung

Hierunter versteht man die Förderung von Trinkwasser in der Form von Grundwasser, Quellwasser, Uferfiltrat, Fluss- Seen- und Talsperrenwasser.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Pop. M. Conn. on D. Public. Water Supply **
  * from GENESIS Statistics ""Survey of Public Water Supply"" 32211) *
  residents Connected to the Public Water Supply

It is the Part of the Population (Approx. 99%) that is Supplied with Drinking Water by a Water Supply Company via Pipes (Water Pipes).","**Einw. m. Anschl. an d. öffentl. Wasserversorgung**
  *aus GENESIS-Statistik ""Erhebung der öffentlichen Wasserversorgung"" 32211)*
  Einwohner mit Anschluss an die öffentliche Wasserversorgung

Es handelt sich um den Teil der Bevölkerung (ca. 99 %), der über Rohrleitungen (Wasserleitungen) von einem Wasser- versorgungsunternehmen mit Trinkwasser versorgt wird.",NA,NA,NA,NA
NA,NA,stat_description_full,"** House Fountain or Springs with Drinking Water Production **
  * from GENESIS Statistics ""Survey of Public Water Supply"" 32211) *
  house Wells or Sources from which Drinking Water is Obtained

i.e. not Connected to the Public Water Supply (1%) and Supplies Itself with Drinking Water via Domestic Wells or Its Own Springs.","**Hausbrunnen oder Quellen mit Trinkwassergewinnung**
  *aus GENESIS-Statistik ""Erhebung der öffentlichen Wasserversorgung"" 32211)*
  Hausbrunnen oder Quellen aus denen Trinkwasser gewonnen wird

d.h. nicht an die öffentliche Wasserversorgung angeschlossen (1 %) und versorgt sich über Hausbrunnen oder eigene Quellen selbst mit Trinkwasser.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Water Delivery to Final Consumers **
  * from GENESIS Statistics ""Survey of Public Water Supply"" 32211) *
  water Delivery to End Users


Explanation for the Following Statistics: 32211 Survey of the Public Water Supply

Conceptual Content: Final Consumer

the Final Consumers are Private Households, Commercial Companies and Other Buyers with Whom the Public Water Supply Companies Bill the Water Volumes Supplied Directly.","**Wasserabgabe an Letztverbraucher**
  *aus GENESIS-Statistik ""Erhebung der öffentlichen Wasserversorgung"" 32211)*
  Wasserabgabe an Letztverbraucher


Erläuterung für folgende Statistik(en): 32211 Erhebung der öffentlichen Wasserversorgung

Begriffsinhalt: Letztverbraucher

Letztverbraucher sind private Haushalte, gewerbliche Unter- nehmen und sonstige Abnehmer, mit denen die öffentlichen Wasserversorgungsunternehmen die abgegebenen Wassermengen unmittelbar abrechnen.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Water Delivery per Inhabitant and Day (in Liters) **
* from GENESIS Statistics ""Survey of Public Water Supply"" 32211) *
Ratio = Drinking Water Obtained from Households and Small Businesses Divided by the Number of Residents Supplied Divided by 365 Days","**Wasserabgabe je Einwohner und Tag (in Liter)**
*aus GENESIS-Statistik ""Erhebung der öffentlichen Wasserversorgung"" 32211)*
Verhältniszahl = von Haushalten und Kleingewerbe bezogenes Trinkwasser dividiert durch die Zahl der versorgten Einwohner dividiert durch 365 Tage",NA,NA,NA,NA
NA,NA,stat_description_full,"** Domestic and Operational Waste Water **
  * from GENESIS Statistics ""Survey of Public Wastewater Treatment"" 32213) *
  domestic and Operational Waste Water


Explanation for the Following Statistics: 32213 Survey of Public Wastewater Treatment

Conceptual Content: Dirty Water

Water that Changes Through Domestic and Operational Use and is Collected in the Public Sewer System.","**häusliches und betriebliches Schmutzwasser**
  *aus GENESIS-Statistik ""Erhebung der öffentlichen Abwasserbehandlung"" 32213)*
  häusliches und betriebliches Schmutzwasser


Erläuterung für folgende Statistik(en): 32213 Erhebung der öffentlichen Abwasserbehandlung

Begriffsinhalt: Schmutzwasser

Wasser, das durch häuslichen und betrieblichen Gebrauch ver- ändert und in der öffentlichen Kanalisation gesammelt wird.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Used Water **
  * from GENESIS Statistics ""Survey of Non-Open Water Supply and Sewage Treatment."" 32221) *
  total Use

Explanation for the Following Statistics: 32231 Statistics of Water Supply and Wastewater Disposal in the Area of Manufacturing, Mining and Extraction of Stones and Earth

Conceptual Content: Amount of Water that Would be Required if Fresh Water Were Used for the Individual Uses.","**genutztes Wasser**
  *aus GENESIS-Statistik ""Erhebung d. nichtöff. Wasservers. u.Abwasserents."" 32221)*
  Gesamtnutzung

Erläuterung für folgende Statistik(en): 32231 Statistik der Wasserversorgung und Abwasserbeseitigung im Bereich Verarbeitendes Gewerbe, Bergbau und Gewinnung von Steinen und Erden

Begriffsinhalt: Wassermenge, die erforderlich wäre, wenn für die einzelnen Nutzungen jeweils Frischwasser eingesetzt würde.",NA,NA,NA,NA
NA,NA,stat_description_full,"**sewage**
* from GENESIS Statistics ""Survey of Non-Open Water Supply and Sewage Treatment."" 32221) *
Flowing Water Changed Through Use and any Water Entering the Sewage System. One Differentiates Z. B. Dirty Water (Domestic and Commercial), Extraneous Water, Rainwater.","**Abwasser**
*aus GENESIS-Statistik ""Erhebung d. nichtöff. Wasservers. u.Abwasserents."" 32221)*
Durch Gebrauch verändertes abfließendes Wasser und jedes in die Kanalisation gelangende Wasser. Man unterscheidet z. B. Schmutzwasser (häuslich und gewerblich), Fremdwasser, Niederschlagswasser.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Dry Matter of the Sewage Sludge Disposed of **
  * from GENESIS Statistics ""Survey of Public Wastewater Treatment"" 32213) *
  dry Matter Sewage Sludge

Explanation for the Following Statistics: 32213 Statistics of Public Wastewater Treatment

Conceptual Content: Dry Matter Describes the Mass of the Solids Content of the Sewage Sludge.

Sewage Sludge Consists of Water-Containing Substances that can be Separated from Wastewater, with the Exception of Screenings, Sieves and Sand Traps.","**Trockenmasse des entsorgten Klärschlamms**
  *aus GENESIS-Statistik ""Erhebung der öffentlichen Abwasserbehandlung"" 32213)*
  Trockenmasse Klärschlamm

Erläuterung für folgende Statistik(en): 32213 Statistik der öffentlichen Abwasserbehandlung

Begriffsinhalt: Trockenmasse beschreibt die Masse des Feststoffgehalts des Klärschlamms.

Klärschlamm besteht aus vom Abwasser abtrennbaren, wasser- haltigen Stoffen, ausgenommen Rechen-, Sieb- und Sandfanggut.",NA,NA,NA,NA
NA,NA,stat_description_full,"** in Castle. Ew Values: Connected. Residents **
  * from GENESIS Statistics ""Survey of Public Wastewater Treatment"" 32213) *
  connected Population Values: Including Connected Residents

Connected Population Values: This is the Sum of the Number of Inhabitants (Connected Population) and the Population Equivalent. the Equivalent Population is a Conversion Value from the Comparison of Commercial or Industrial Wastewater with Domestic Wastewater, Based on the Five-Day Biochemical Oxygen Demand of the Wastewater of 60g / (Inhabitant x Day).

Connected Residents: Number of Residents in a Settlement Area Who are Connected to a Sewage Treatment Plant (Wastewater Treatment Plant) via a Sewage System.","**Angeschloss. Ew-Werte: dar. angeschloss. Einwohner**
  *aus GENESIS-Statistik ""Erhebung der öffentlichen Abwasserbehandlung"" 32213)*
  Angeschlossene Einwohnerwerte: darunter angeschlossene Einwohner

Angeschlossene Einwohnerwerte: Das ist die Summe aus Einwohnerzahl (angeschlossene Einwohner) und Einwohnergleichwert. Der Einwohnergleichwert ist ein Umrechnungswert aus dem Vergleich von gewerblichen oder industriellem Schmutzwasser mit häuslichem Schmutzwasser, bezogen auf den fünftägigen Biochemischen Sauerstoffbedarf des Abwassers von 60g/(Einwohner x Tag).

angeschlossene Einwohner: Anzahl der Einwohner eines Siedlungsgebietes, die über eine Sammelkanalisation mit einer Kläranlage (Abwasserbehand- lungsanlage) verbunden sind.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Net Volume of Wastewater **
  * from GENESIS Statistics ""Survey of Public Wastewater Treatment"" 32213) *
  annual Volume of Wastewater


Explanation for the Following Statistics: 32213 Survey of Public Wastewater Treatment

Conceptual Content: Annual Waste Water Volume

the Annual Amount of Wastewater is Made Up of Wastewater, Extraneous Water and Rainwater.","**Jahresabwassermenge**
  *aus GENESIS-Statistik ""Erhebung der öffentlichen Abwasserbehandlung"" 32213)*
  Jahresabwassermenge


Erläuterung für folgende Statistik(en): 32213 Erhebung der öffentlichen Abwasserbehandlung

Begriffsinhalt: Jahresabwassermenge

Die Jahresabwassermenge setzt sich zusammen aus Schmutzwas- ser, Fremdwasser sowie Niederschlagswasser.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Connected Population Values (Ew Values) **
  * from GENESIS Statistics ""Survey of Public Wastewater Treatment"" 32213) *
  connected Population Values (Ew Values)


Explanation for the Following Statistics: 32213 Survey of Public Wastewater Treatment

Conceptual Content: Population Value

Sum of Number of Inhabitants (30.06.) and Equivalent Population (Annual Average).

the Equivalent Population is a Conversion Value from the Comparison of Commercial or Industrial Wastewater with Domestic Wastewater, Determined from the Daily Accumulation of Wastewater or Wastewater Contents. so a (Fictitious) Number of Inhabitants is Calculated, which Stands for the Accrued Commercial or Industrial Waste Water.","**Angeschlossene Einwohnerwerte (Ew-Werte)**
  *aus GENESIS-Statistik ""Erhebung der öffentlichen Abwasserbehandlung"" 32213)*
  Angeschlossene Einwohnerwerte (Ew-Werte)


Erläuterung für folgende Statistik(en): 32213 Erhebung der öffentlichen Abwasserbehandlung

Begriffsinhalt: Einwohnerwert

Summe aus Einwohnerzahl (30.06.) und Einwohnergleichwert (Jahresdurchschnitt).

Der Einwohnergleichwert ist ein Umrechnungswert aus dem Ver- gleich von gewerblichem oder industriellem Schmutzwasser mit häuslichem Schmutzwasser, ermittelt aus dem täglichen Anfall von Schmutzwasser- oder Abwasserinhaltsstoffen. Es wird also eine (fiktive) Einwohnerzahl errechnet, die für das angefal- lene gewerbliche bzw. industrielle Schmutzwasser steht.",NA,NA,NA,NA
NA,NA,stat_description_full,"** Sewage Plants **
  * from GENESIS Statistics ""Survey of Public Wastewater Treatment"" 32213) *
  wastewater Treatment Plants


Explanation for the Following Statistics: 32213 Survey of Public Wastewater Treatment

Conceptual Content: Wastewater Treatment Plant

Wastewater Treatment Plant. Mechanical and Biological Systems with or without Further Treatment Were Included. the Wastewater Treatment Plants in the Sense of the Survey Do not Include Computing and Screening Plants as Well as Grease Separators.","**Abwasserbehandlungsanlagen**
  *aus GENESIS-Statistik ""Erhebung der öffentlichen Abwasserbehandlung"" 32213)*
  Abwasserbehandlungsanlagen


Erläuterung für folgende Statistik(en): 32213 Erhebung der öffentlichen Abwasserbehandlung

Begriffsinhalt: Abwasserbehandlungsanlage

Anlage zur Reinigung von Abwasser. Einbezogen wurden mecha- nische sowie biologische Anlagen mit bzw. ohne weiterge- hende Behandlung. Nicht zu den Abwasserbehandlungsanlagen im Sinne der Erhebung zählen Rechen- und Siebanlagen sowie Fettabscheider.",NA,NA,NA,NA
